clip_name,tools_present,corrected_labels
clip_003747_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003748_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003749_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003750_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003751_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003752_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003753_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003754_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003755_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003756_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003757_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003758_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003759_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003760_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003761_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003762_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003763_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003764_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003765_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003766_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003767_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003768_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003769_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003770_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003771_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003772_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003773_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003774_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003775_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003776_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003777_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003778_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003779_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003780_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003781_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003782_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003783_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003784_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003785_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003786_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003787_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003788_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003789_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003790_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003791_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003792_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003793_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003794_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003795_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003796_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003797_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003798_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003799_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003800_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003801_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003802_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003803_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003804_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003805_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003806_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003807_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003808_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003809_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003810_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003811_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003812_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003813_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003814_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003815_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003816_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003817_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003818_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003819_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003820_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003821_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003822_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003823_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003824_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003825_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003826_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003827_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003828_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003829_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003830_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003831_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003832_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003833_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003834_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003835_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003836_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003837_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003838_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003839_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003840_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003841_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003842_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003843_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003844_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003845_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003846_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003847_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003848_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003849_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003850_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003851_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_003852_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003853_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003854_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003855_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003856_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003857_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003858_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003859_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003860_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003861_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003862_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003863_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003864_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003865_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003866_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003867_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003868_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003869_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003870_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003871_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003872_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003873_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003874_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003875_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003876_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003877_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003878_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003879_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003880_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003881_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003882_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003883_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003884_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_003885_1,"[bipolar forceps, nan, needle driver, grasping retractor]","['bipolar forceps', 'nan', 'needle driver', 'grasping retractor']"
clip_003886_1,"[needle driver, nan, needle driver, grasping retractor]","['needle driver', 'nan', 'needle driver', 'grasping retractor']"
clip_003887_1,"[needle driver, nan, needle driver, grasping retractor]","['needle driver', 'nan', 'needle driver', 'grasping retractor']"
clip_003888_1,"[needle driver, nan, needle driver, grasping retractor]","['needle driver', 'nan', 'needle driver', 'grasping retractor']"
clip_003889_1,"[needle driver, nan, needle driver, grasping retractor]","['needle driver', 'nan', 'needle driver', 'grasping retractor']"
clip_003890_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003891_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003892_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003893_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003894_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003895_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003896_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003897_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003898_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003899_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003900_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003901_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003902_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003903_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003904_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003905_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003906_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003907_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003908_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003909_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003910_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003911_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003912_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003913_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003914_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003915_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003916_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003917_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003918_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003919_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003920_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003921_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003922_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_003923_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003924_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003925_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003926_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003927_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003928_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003929_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003930_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003931_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003932_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003933_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003934_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003935_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003936_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003937_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003938_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003939_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003940_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003941_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003942_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003943_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_003944_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
